1,8129.507,7528.801,7603.55,11324.13,10884.8,11237.74,4381.887,2936.951,2741.5,6.23943662,0.309859155,0.464788732,0.464788732,0.478873239
1,2922.004,1785.376,1757.407,5885.401,4534.636,4771.964,7947.825,7736.881,7865.668,5.333333333,0.083333333,0.1875,0.229166667,0.291666667
1,3851.308,2340.261,2316.749,9003.442,6329.688,6339.152,2714.031,1300.553,1244.96,5.120567376,0.113475177,0.177304965,0.219858156,0.326241135
1,6576.968,4238.235,4364.196,14271.56,14233.69,14637.85,5098.7,2434.534,2278.21,5.735294118,0.176470588,0.226890756,0.31512605,0.378151261
1,12541.4,13332.97,13483.25,17645.63,22032.25,22289.6,3823.235,1565.409,1421.792,5.898876404,0.275280899,0.415730337,0.516853933,0.556179775
1,5424.465,4320.489,4422.757,11786.24,12093.57,12137.61,2025.409,862.1751,797.3164,5.614285714,0.185714286,0.242857143,0.357142857,0.428571429
1,8615.243,7300.297,7057.496,15491.56,16535.26,16570.06,4205.407,1884.791,1669.076,5.55017301,0.21799308,0.287197232,0.387543253,0.460207612
1,4468.034,3677.319,3623.854,7214.2,6682.406,6803.211,1547.65,720.371,672.7762,5.699152542,0.161016949,0.296610169,0.368644068,0.398305085
1,3434.692,2199.847,2168.696,6218.599,5363.602,5236.165,2411.59,1247.112,1139.285,5.582524272,0.111650485,0.213592233,0.276699029,0.334951456
1,4167.581,2905.974,2810.84,9168.576,8899.996,8692.732,2108.627,712.9878,695.2189,5.528735632,0.16091954,0.287356322,0.310344828,0.390804598
1,3469.086,2529.972,2474.569,8040.239,7203.156,7039.489,2627.758,1535.564,1562.573,5.767241379,0.146551724,0.155172414,0.181034483,0.25862069
1,10984.7,10209.38,10533.43,21858.21,20923.65,21612.01,3419.304,1462.514,1432.555,6.240506329,0.286919831,0.371308017,0.443037975,0.493670886
1,4403.172,3952.316,3878.46,10977.78,11875.95,12126.84,1746.601,955.2707,933.1704,6.232876712,0.095890411,0.219178082,0.232876712,0.301369863
1,7249.162,5951.388,5693.908,13909.81,13910.34,13535,4203.962,2060.117,1847.617,5.951807229,0.180722892,0.281124498,0.321285141,0.389558233
1,5043.092,3175.711,3177.975,11369.87,9493.061,9818.404,2930.184,1252.1,1267.284,5.420454545,0.107954545,0.125,0.1875,0.261363636
1,5302.679,3913.156,3863.049,8071.311,7880.628,7583.927,3653.887,1857.406,1698.801,6.075,0.125,0.225,0.35,0.4
1,4805.756,3406.567,3398.652,10219.44,8857.417,9074.341,2758.897,1161.854,1099.629,5.91588785,0.182242991,0.257009346,0.313084112,0.38317757
2,10806.31,10802.43,11057.56,15121.93,17617.12,17914.81,3189.07,1684.237,1593.133,6.609929078,0.276595745,0.425531915,0.475177305,0.553191489
2,9458.455,7929.497,8175.063,21679.62,23840.09,24232.78,4352.565,1776.367,1773.464,5.195804196,0.216783217,0.293706294,0.377622378,0.454545455
2,6825.804,5154.166,5135.123,10564.98,8426.403,8792.344,3349.941,1722.789,1558.06,5.245810056,0.279329609,0.402234637,0.446927374,0.480446927
2,4805.756,3406.567,3398.652,10219.44,8857.417,9074.341,2758.897,1161.854,1099.629,5.91588785,0.182242991,0.257009346,0.313084112,0.38317757
2,6441.241,3767.943,3749.737,11364.83,9638.919,9525.209,3154.735,1538.126,1513.236,6.374269006,0.216374269,0.304093567,0.362573099,0.421052632
2,12441.02,9150.582,9329.038,22532.3,23790.84,23699.53,5292.557,1933.823,1889.798,5.738693467,0.281407035,0.346733668,0.432160804,0.527638191
2,22443.92,17793.91,18171.56,32861.55,31061.74,31586.89,20977.18,15855.06,15877.27,6.072847682,0.440397351,0.549668874,0.592715232,0.632450331
2,4447.304,3089.466,3143.402,8938.214,7800.873,7960.798,2020.68,739.3349,656.4866,6.01369863,0.136986301,0.198630137,0.280821918,0.404109589
2,12752.97,8735.03,8867.566,19345.48,18347.02,18614.47,4816.871,2059.509,2060.338,7.263157895,0.368421053,0.50877193,0.526315789,0.596491228
2,6872.22,6120.795,6201.551,11575.1,13685.29,13956.98,4235.628,2306.474,2378.924,5.51171875,0.1953125,0.26953125,0.375,0.4140625
2,5850.376,4981.735,5068.186,10394.92,10091.41,10468.16,3243.077,1960.029,1886.476,6.015503876,0.298449612,0.337209302,0.38372093,0.468992248
2,9474.953,8011.13,8094.568,16088.23,16402.23,16781.75,4707.727,2453.418,2398.825,5.607003891,0.307392996,0.385214008,0.455252918,0.540856031
2,22443.92,17793.91,18171.56,32861.55,31061.74,31586.89,20977.18,15855.06,15877.27,6.072847682,0.440397351,0.549668874,0.592715232,0.632450331
2,2236.486,1342.421,1306.143,3646.611,2719.064,2752.478,2182.105,1292.867,1289.976,5.199029126,0.101941748,0.140776699,0.189320388,0.247572816
2,6941.497,6196.116,6245.142,12346.96,11182.22,11164.67,2397.734,1039.989,1055.867,5.922651934,0.215469613,0.337016575,0.386740331,0.46961326
2,9762.864,9032.311,9089.997,16901.58,14996.04,15575.2,3161.869,1628.243,1691.481,6.414285714,0.242857143,0.385714286,0.442857143,0.5
2,7728.529,6178.005,6135.622,13137.99,15355.92,15660.87,2581.477,1172.385,1091.677,6.355,0.245,0.315,0.375,0.475
2,10125.27,7344.854,7536.505,15935.7,14346.13,14704.9,4555.214,2473.508,2508.345,6.32038835,0.208737864,0.330097087,0.378640777,0.45631068
2,5485.368,3383.183,3318.442,10379.09,8922.388,8814.801,4334.94,2698.793,2779.338,5.886792453,0.169811321,0.254716981,0.339622642,0.433962264
2,8086.138,6200.901,6072.549,18954.09,28661.81,27093.69,3237.659,1801.667,1793.687,6.375,0.208333333,0.333333333,0.395833333,0.479166667
2,6830.563,5035.821,4885.08,12511.22,12127.43,11598.23,3868.401,2342.131,2140.818,5.788793103,0.228448276,0.306034483,0.357758621,0.426724138
2,6343.635,5054.898,5089.128,11247.87,10461.39,10541.54,4421.804,2623.42,2565.35,5.516556291,0.218543046,0.298013245,0.341059603,0.443708609
2,5485.368,3383.183,3318.442,10379.09,8922.388,8814.801,4334.94,2698.793,2779.338,5.886792453,0.169811321,0.254716981,0.339622642,0.433962264
2,14516.75,15095.98,15106.93,24982.51,30417.82,30895.48,6892.861,5900.897,5862.356,5.155279503,0.434782609,0.546583851,0.590062112,0.652173913
2,4340.95,3045.425,3002.107,9602.236,8395.178,8565.256,3023.668,1767.241,1720.172,5.684210526,0.105263158,0.157894737,0.231578947,0.357894737
2,5302.679,3913.156,3863.049,8071.311,7880.628,7583.927,3653.887,1857.406,1698.801,6.075,0.125,0.225,0.35,0.4
3,8714.336,7302.122,7462.026,11430.18,10830.58,11025.48,3789.566,2614.532,2636.48,6.108910891,0.227722772,0.346534653,0.396039604,0.435643564
3,3297.188,2524.395,2512.528,6420.194,4602.078,4503.629,2060.43,796.6425,754.8201,5.924369748,0.151260504,0.235294118,0.294117647,0.344537815
3,3109.307,2088.792,2152.547,7073.983,5331.36,5177.56,2093.664,727.8456,761.1186,5.269230769,0.134615385,0.192307692,0.221153846,0.278846154
3,5451.574,4010.888,4125.027,10560.45,8739.872,8865.802,2333.939,935.5819,931.7024,5.945736434,0.170542636,0.286821705,0.333333333,0.410852713
3,6854.861,6459.84,6013.804,12140.82,11790.88,11469.05,4070.877,2304.733,2242.22,5.8375,0.125,0.2125,0.275,0.4
3,4953.992,3598.999,3616.942,8769.511,7404.606,7689.397,2006.554,711.8873,729.067,6.022988506,0.210727969,0.275862069,0.356321839,0.406130268
3,5580.568,4343.432,4284.777,9450.224,8789.031,8935.896,2219.156,888.6251,864.9721,5.906593407,0.203296703,0.288461538,0.35989011,0.392857143
3,4231.229,2705.835,2688.134,7537.123,7314.988,7487.261,2487.56,1113.572,1013.496,5.214007782,0.167315175,0.249027237,0.315175097,0.392996109
3,4403.172,3952.316,3878.46,10977.78,11875.95,12126.84,1746.601,955.2707,933.1704,6.232876712,0.095890411,0.219178082,0.232876712,0.301369863
